index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
9397,ThE FLINtStONES: BEDRoCK bowlInG,PS,2000,SPoRtS,ubisoft,0.07,0.05,0.0,0.01,0.13,,,,,,
9398,Nhl 2003,GC,2002,SpORTs,electronic arts,0.1,0.03,0.0,0.0,0.13,79.0,13.0,6.3,4.0,EA Sports,E
9399,chickEn rUn,PS,2000,aDVenTURe,eidos interactive,0.07,0.05,0.0,0.01,0.13,75.0,7.0,6.2,6.0,Blitz Games,E
9400,iNJusTiCE: Gods AMOnG Us,PSV,2013,fIGhTIng,warner bros. interactive entertainment,0.09,0.0,0.0,0.03,0.13,,,,,,
9401,FaTAl INErTIa,X360,2007,rACinG,tecmo koei,0.12,0.0,0.0,0.01,0.13,61.0,30.0,4.2,19.0,Koei,E10+
9402,oVer THE hedgE: HAMmY gOes NutS!,DS,2006,pLATFORm,activision,0.12,0.0,0.0,0.01,0.13,,,,,,
9403,PhANToM bRAvE: wE MeeT AgaiN,Wii,2009,Role-pLayiNg,nippon ichi software,0.12,0.0,0.01,0.01,0.13,76.0,12.0,7.1,15.0,Nippon Ichi Software,T
9404,nhL 2k9,PS3,2008,sPOrTS,take-two interactive,0.11,0.01,0.0,0.01,0.13,70.0,21.0,tbd,,Visual Concepts,E10+
9405,sHiNInG FORCE iii,SAT,1997,StrAtEGy,sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9406,jikKYou poweRfUl PRo YAKyuU 2011 keTtEiban,PSP,2011,SPOrts,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,
9407,TALES OF tHe hEroEs: twIn BRavE,PSP,2012,ROle-PlayIng,namco bandai games,0.0,0.0,0.13,0.0,0.13,,,,,,
9408,wWe SuRvIvor SeRiEs,GBA,2004,figHTiNG,thq,0.09,0.04,0.0,0.0,0.13,55.0,12.0,8.2,5.0,Natsume,T
9409,kOuchuu OUjA mUSHi KINg: GReAtEST chaMpION e No Michi Ds 2,DS,2006,ACtIoN,sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9410,Kung-FU: hIGh imPAct,X360,2011,ACtIon,black bean games,0.08,0.05,0.0,0.01,0.13,56.0,18.0,7.8,20.0,Virtual Air Guitar Company,T
9411,Euro TRUck siMuLAtOR 2,PC,2012,aCTION,scs software,0.0,0.12,0.0,0.02,0.13,79.0,17.0,8.7,992.0,SCS Software,
9412,bakugaN: BattlE trAinER,DS,2010,aCTiOn,activision,0.12,0.0,0.0,0.01,0.13,,,,,,
9413,sUpER RObot wARs bx,3DS,2015,ActiOn,namco bandai games,0.0,0.0,0.13,0.0,0.13,,,,,,
9414,tomB RAidEr: leGENd,XB,2006,ActIon,eidos interactive,0.1,0.03,0.0,0.0,0.13,82.0,40.0,7.2,13.0,Crystal Dynamics,T
9415,nAgano WiNTer OLympiCS '98,PS,1997,sPorTs,konami digital entertainment,0.07,0.05,0.0,0.01,0.13,,,,,,
9416,i sPy: uniVerse,DS,2010,pUZZle,scholastic inc.,0.12,0.0,0.0,0.01,0.13,,,tbd,,"Big Blue Bubble Inc., Scholastic, Inc.",E
9417,niNJatoWN,DS,2008,StrateGy,southpeak games,0.12,0.0,0.0,0.01,0.13,80.0,40.0,8.3,21.0,"Venan Entertainment, Cashmere Prod.",E
9418,WaRcrafT iIi: reigN Of CHAos,PC,2002,strategY,vivendi games,0.03,0.09,0.0,0.02,0.13,92.0,40.0,9.1,1023.0,Blizzard Entertainment,T
9419,wiNNiNg POSt 5,PS2,2001,SPORtS,tecmo koei,0.0,0.0,0.13,0.0,0.13,,,,,,
9420,FROggEr beYOnD,GC,2002,PlATform,konami digital entertainment,0.1,0.03,0.0,0.0,0.13,60.0,6.0,7.2,5.0,Konami,E
9421,lORD of The RINGs: TACtics,PSP,2005,strAteGY,electronic arts,0.11,0.01,0.0,0.01,0.13,,,,,,
9422,RPg MAker ii,PS2,2002,rolE-plaYiNg,enterbrain,0.06,0.05,0.0,0.02,0.13,65.0,9.0,8.8,77.0,Kuusou Kagaku,E
9423,tHE oreGon TraIl,3DS,2011,sIMULAtiOn,crave entertainment,0.12,0.0,0.0,0.01,0.13,,,,,,
9424,alONE IN thE dARk: inFERNo,PS3,2008,adVENTuRE,atari,0.09,0.03,0.0,0.02,0.13,69.0,25.0,5.6,50.0,Eden Studios,M
9425,tRON: EVoLUtioN,PSP,2010,ACtIoN,disney interactive studios,0.1,0.02,0.0,0.02,0.13,,,tbd,,SuperVillain Studios,E10+
9426,grAVITy ruSH RemasTerEd,PS4,2015,aCTION,sony computer entertainment,0.02,0.05,0.04,0.01,0.13,80.0,62.0,8.2,153.0,Bluepoint Games,T
9427,dEsTRucTiON derBY arenas,PS2,2004,rAcINg,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,57.0,27.0,7.8,14.0,Studio 33,T
9428,DEnGEKi bUNko fighTInG ClIMAx,PSV,2014,FIGhtInG,sega,0.04,0.0,0.08,0.01,0.13,75.0,7.0,8.5,28.0,Sega,T
9429,mLb poWer prOs 2008,Wii,2008,sportS,konami digital entertainment,0.11,0.0,0.01,0.01,0.13,79.0,16.0,8.7,21.0,Konami,E
9430,littlESt peT shOp: sPRinG,DS,2009,SIMuLATioN,electronic arts,0.12,0.0,0.0,0.01,0.13,,,tbd,,Electronic Arts,E
9431,THE unholy WaR,PS,1998,strateGY,eidos interactive,0.07,0.05,0.0,0.01,0.13,,,,,,
9432,cabeLA'S DAnGEROuS huNtS 2009,X360,2008,sPOrTs,activision,0.12,0.0,0.0,0.01,0.13,42.0,4.0,tbd,,FUN Labs,T
9433,RuMBlE RoSeS XX,X360,2006,FigHting,konami digital entertainment,0.07,0.01,0.04,0.01,0.13,62.0,54.0,6.6,28.0,Konami,M
9434,toTal wAR: warHamMer,PC,2016,StraTEgy,sega,0.0,0.12,0.0,0.01,0.13,86.0,77.0,7.3,556.0,Creative Assembly,T
9435,Wantame MUsiC chAnneL: DOko dEMo styLE,DS,2007,MiSC,capcom,0.0,0.0,0.13,0.0,0.13,,,,,,
9436,DIsNeY's wINNIE the poOH'S RuMBlY tuMBly AdVENtUre,GBA,2005,PlatForm,ubisoft,0.09,0.03,0.0,0.0,0.13,,,,,,
9437,sHaman king: power of SPirit,PS2,2004,AdVEnture,konami digital entertainment,0.06,0.05,0.0,0.02,0.13,54.0,9.0,8.2,17.0,WinkySoft,T
9438,annO 1701: dAwN Of DISCovEry,DS,2007,sImUlatiON,touchstone,0.07,0.05,0.0,0.01,0.13,78.0,14.0,7.5,19.0,Sunflowers Interactive,E
9439,sOcCER tsuKu dS: worLd chALLEnge 2010,DS,2010,sPoRts,sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9440,tHe BigS 2,PS3,2009,spOrTs,take-two interactive,0.12,0.0,0.0,0.01,0.13,80.0,18.0,7.6,16.0,Blue Castle Games,E10+
9441,LeGo lEGenDS oF chImA: lAvaL's jOuRNey,PSV,2013,ADveNTURE,warner bros. interactive entertainment,0.01,0.09,0.0,0.03,0.13,64.0,5.0,6.6,8.0,TT Games,E10+
9442,dreAmWORkS sUPer stAR KaRTz,Wii,2011,racING,activision,0.08,0.03,0.0,0.01,0.13,,,tbd,,Activision,E
9443,cONtRA IIi: ThE alIEN WArS,SNES,1992,ShooTEr,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,
9444,THe amazINg rACE,Wii,2010,Misc,ubisoft,0.12,0.0,0.0,0.01,0.13,,,tbd,,Ludia Inc.,E
9445,DEAD to rigHtS: recKoNINg,PSP,2005,SHoOTer,electronic arts,0.12,0.0,0.0,0.01,0.13,54.0,26.0,7.2,22.0,Rebellion,M
9446,SLimE mORIMOrI drAgon QuEsT 3: TaIKAIzoKu to ShipPo Dan,3DS,2011,roLE-PlAyING,square enix,0.0,0.0,0.13,0.0,0.13,,,,,,
9447,nba 08,PS3,2007,spoRTS,sony computer entertainment,0.12,0.0,0.0,0.01,0.13,63.0,37.0,6,4.0,SCEA San Diego Studios,E
9448,HASBRO fAMILy fuN pACK,XOne,2015,MISC,ubisoft,0.1,0.02,0.0,0.01,0.13,,,tbd,,Ubisoft,E10+
9449,aMAgami,PS2,2009,advENtURE,enterbrain,0.0,0.0,0.13,0.0,0.13,,,,,,
9450,No feAR DOwNHILl MoUntAIn biKinG,PS,1998,SPortS,codemasters,0.07,0.05,0.0,0.01,0.13,,,,,,
9451,NCIS,Wii,2011,ADveNTurE,ubisoft,0.08,0.04,0.0,0.01,0.13,,,tbd,,Ubisoft,T
9452,ThE idOlm@sTeR: ONe for AlL,PS3,2014,mIsc,namco bandai games,0.0,0.0,0.13,0.0,0.13,,,,,,
9453,fIRe ProwRestliNG,GBA,2001,fIghtINg,spike,0.09,0.03,0.0,0.0,0.13,,,,,,
9454,eTeRnAl poison (JP SALEs),PS2,2008,Role-plaYiNg,banpresto,0.0,0.0,0.13,0.0,0.13,,,,,,
9455,MISSiOn: IMPOssIbLe - opERATIOn sUrma,XB,2003,PlATfOrM,atari,0.1,0.03,0.0,0.0,0.13,67.0,27.0,6.8,4.0,Paradigm Entertainment,T
9456,LeGendAry,PS3,2008,shOoTeR,atari,0.08,0.03,0.0,0.02,0.13,50.0,31.0,7.1,31.0,Spark Unlimited,M
9457,CHUCK e. chEeSE's GAMe rOoM,DS,2010,MiSc,ufo interactive,0.12,0.0,0.0,0.01,0.13,,,tbd,,UFO Interactive,E
9458,mX 2002 FEaturiNG RicKY cARmichaeL,XB,2001,racINg,thq,0.1,0.03,0.0,0.0,0.13,74.0,15.0,tbd,,Pacific Coast Power & Light,E
9459,ROMANCe of tHe THrEE KInGdoMS Iv: WALL Of Fire,PS,1995,StrATEgy,tecmo koei,0.05,0.03,0.04,0.01,0.13,,,,,,
9460,IlluSiON OF gaIA,SNES,1993,RolE-pLaYInG,nintendo,0.0,0.0,0.13,0.0,0.13,,,,,,
9461,batmaN: ArKHAM KNIGHt,PC,2015,ACtIoN,warner bros. interactive entertainment,0.09,0.03,0.0,0.01,0.13,70.0,14.0,2.5,1967.0,"Rocksteady Studios, Iron Galaxy Studios",M
9462,dIsNey'S kIM Possible: KIMmUNicatOR,DS,2005,PLATFOrM,disney interactive studios,0.11,0.01,0.0,0.01,0.13,61.0,14.0,7.5,4.0,Artificial Mind and Movement,E
9463,MegA man aNNiVErsARy cOlleCtIOn,XB,2005,plATfORm,capcom,0.1,0.03,0.0,0.0,0.13,80.0,12.0,9.2,5.0,Atomic Planet Entertainment,E
9464,SallY's SalOn,DS,2008,sIMULAtIOn,capcom,0.12,0.0,0.0,0.01,0.13,,,tbd,,Capcom,E
9465,DIsRuptor,PS,1995,ShoOter,interplay,0.07,0.05,0.0,0.01,0.13,,,,,,
9466,pRO eVolUtIon socCeR 2017,PS3,2016,SPorts,konami digital entertainment,0.01,0.05,0.06,0.01,0.13,,,7.2,19.0,Konami,E
9467,ZooBLeS! sPrING to lIfe!,DS,2011,miSc,activision,0.1,0.02,0.0,0.01,0.13,,,,,,
9468,dIaBLo iI,PC,2000,roLE-PLAYiNg,havas interactive,0.01,0.1,0.0,0.02,0.13,88.0,34.0,8.8,1056.0,Blizzard North,M
9469,sHrek SMash n' crASH rACinG,GC,2006,RacIng,activision,0.1,0.03,0.0,0.0,0.13,,,3.1,7.0,Activision,E
9470,F1 2011,PSV,2011,rAcING,codemasters,0.03,0.07,0.01,0.02,0.13,66.0,27.0,6.2,25.0,Codemasters,E
9471,DraKenGArD 2,PS2,2005,ROLe-plAyIng,ubisoft,0.06,0.05,0.0,0.02,0.13,58.0,34.0,5.5,49.0,Cavia Inc.,M
9472,bEn 10 galactIC RaCING,DS,2011,racINg,d3publisher,0.09,0.03,0.0,0.01,0.13,,,tbd,,Tantatus,E
9473,gRand KNightS HiStoRy,PSP,2011,rOLE-plAYINg,marvelous interactive,0.0,0.0,0.13,0.0,0.13,,,,,Vanillaware,
9474,sceNE It? briGHT LigHtS! bIG ScREen!,PS3,2009,MIsC,warner bros. interactive entertainment,0.1,0.01,0.0,0.01,0.13,,,,,,
9475,HArVesT MooN dS (Jp sALES),DS,2005,SImuLATiON,rising star games,0.0,0.0,0.13,0.0,0.13,,,,,,
9476,CaSTleVaNIA: legACY oF dARKNEsS,N64,1999,plATForm,konami digital entertainment,0.06,0.02,0.05,0.0,0.13,,,,,,
9477,sIn aNd pUNiShmEnt,N64,2000,ShOoteR,nintendo,0.0,0.0,0.13,0.0,0.13,,,,,,
9478,Nba JAm 2000,N64,1999,SPORTs,acclaim entertainment,0.12,0.01,0.0,0.0,0.13,,,,,,
9479,soniC RIdERs,XB,2006,RACINg,sega,0.1,0.03,0.0,0.0,0.13,56.0,33.0,8.1,7.0,Sonic Team,E
9480,ShrEk sUPER PARTY,XB,2002,misc,tdk mediactive,0.1,0.03,0.0,0.0,0.13,33.0,9.0,8,11.0,Mass Media,E
9481,VEneTicA,X360,2010,ROLE-pLAyING,dtp entertainment,0.09,0.03,0.0,0.01,0.13,42.0,14.0,7.3,18.0,Deck 13,T
9482,RALLY FUSIOn: RACE oF chaMpIOns,PS2,2002,rACInG,activision,0.06,0.05,0.0,0.02,0.13,73.0,19.0,tbd,,Climax Group,E
9483,THe HouSe of thE dEaD,SAT,1997,sHootEr,sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9484,TRANsFORMeRS: pRImE,WiiU,2012,aCtIoN,activision,0.09,0.03,0.0,0.01,0.13,,,,,,
9485,PerSONA 4: ARenA,X360,2012,fiGHTinG,atlus,0.08,0.01,0.03,0.01,0.13,83.0,21.0,7.3,60.0,Arc System Works,T
9486,sTreeT fIGHTer iV,PC,,figHTING,capcom,0.07,0.05,0.0,0.02,0.13,91.0,23.0,8,352.0,Capcom,T
9487,CABeLa'S AlAsKan AdveNTUrE,X360,2006,SpoRtS,activision,0.12,0.0,0.0,0.01,0.13,48.0,11.0,5.6,17.0,FUN Labs,T
9488,ReALsPORTS voLLEYBalL,2600,1981,SpORts,atari,0.12,0.01,0.0,0.0,0.13,,,,,,
9489,hErOeS Of ThE PACIFIC,XB,2005,siMuLAtiOn,codemasters,0.1,0.03,0.0,0.0,0.13,76.0,33.0,8.2,5.0,IR Gurus Interactive Ltd.,T
9490,ROLLerCOaSteR Tycoon,XB,2003,STrAteGY,atari,0.1,0.03,0.0,0.0,0.13,62.0,8.0,8.3,12.0,Atari,E
9491,nighTcasTer,XB,2002,AcTION,microsoft game studios,0.1,0.03,0.0,0.0,0.13,61.0,27.0,5.7,7.0,Jaleco Entertainment,T
9492,fIfa WorLd CUP gErmaNy 2006,GC,2006,sPortS,electronic arts,0.1,0.03,0.0,0.0,0.13,76.0,17.0,6.2,5.0,EA Canada,E
9493,spaCe Camp,Wii,2009,aCTIon,activision,0.12,0.0,0.0,0.01,0.13,,,6.2,5.0,7 Studios,E
9494,hITmAn 2: sIleNt AssasSIn,GC,2003,aCtiOn,eidos interactive,0.1,0.03,0.0,0.0,0.13,83.0,17.0,5.5,8.0,Io Interactive,M
9495,LoveLy LiSA AnD FRiENDS,DS,2010,sIMuLAtIoN,tomy corporation,0.12,0.0,0.0,0.01,0.13,,,tbd,,,
9496,DiGimoN RaCINg,GBA,2004,raCING,namco bandai games,0.09,0.03,0.0,0.0,0.13,62.0,10.0,tbd,,Griptonite Games,E
9497,aLL sTaR chEer SQuAd 2,Wii,2009,SporTs,thq,0.12,0.0,0.0,0.01,0.13,,,tbd,,Gorilla Games,E
9498,APE eSCApe 3,PS2,2005,plaTfORM,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,77.0,51.0,8.5,22.0,SCE Japan Studio,E10+
9499,"croUcHiNG TIgEr, hidDEN DRagoN",PS2,2003,ActIoN,ubisoft,0.06,0.05,0.0,0.02,0.13,48.0,26.0,3.7,6.0,Light Weight,T
9500,final fAnTaSY XiV: HEAVeNswaRd,PS4,2015,aCTioN,square enix,0.0,0.06,0.06,0.01,0.13,86.0,20.0,7.6,225.0,Square Enix,T
9501,last broNx,SAT,1996,fiGhTiNg,sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9502,secret AgEnt claNk,PSP,2008,PLATFoRM,sony computer entertainment,0.04,0.03,0.04,0.02,0.13,72.0,56.0,7.8,35.0,High Impact Games,E10+
9503,BaRbiE AnD tHe thRee MusKETEerS,DS,2009,adVeNTURe,activision,0.12,0.0,0.0,0.01,0.13,,,tbd,,WayForward,E
9504,scieNCE paPa,Wii,2009,MiSC,activision,0.11,0.01,0.0,0.01,0.13,,,tbd,,Activision,E
9505,mOMoTARo dOuchUuKI,SAT,1997,Misc,hudson soft,0.0,0.0,0.13,0.0,0.13,,,,,,
9506,irIdIoN Ii,GBA,2003,ShooTEr,vivendi games,0.09,0.03,0.0,0.0,0.13,78.0,13.0,tbd,,Shin'en,E
9507,wHIpLAsH,PS2,2003,RaCINg,eidos interactive,0.06,0.05,0.0,0.02,0.13,66.0,32.0,8.7,15.0,Crystal Dynamics,T
9508,007: qUAnTUM Of sOLAcE,DS,2008,actiOn,activision,0.11,0.01,0.0,0.01,0.13,65.0,10.0,tbd,,Vicarious Visions,T
9509,fAmIly FortunEs,Wii,2009,MisC,mindscape,0.0,0.12,0.0,0.01,0.13,,,,,,
9510,bORDerlAnds: dOUbLE gaMe add-ON paCk,X360,2010,ShooTEr,take-two interactive,0.1,0.02,0.0,0.01,0.13,,,tbd,,Gearbox Software,M
9511,fArmINg SIMUlATOr 2011,PC,2010,SImULaTIOn,,0.0,0.13,0.0,0.0,0.13,,,7,23.0,Giants Software,E
9512,waTCh dOgs,WiiU,2014,aCtion,ubisoft,0.07,0.05,0.0,0.01,0.13,62.0,15.0,6.4,162.0,Ubisoft Romania,M
9513,BlaZbLuE: cONtINUuM ShIfT iI,PSP,2011,fighTING,pqube,0.03,0.02,0.07,0.01,0.13,77.0,8.0,6.8,10.0,Arc System Works,T
9514,SUMmOn night: TWIn aGe,DS,2007,rOlE-PlAYINg,banpresto,0.07,0.0,0.05,0.01,0.13,73.0,21.0,7.2,11.0,Flight-Plan,E10+
9515,sPiDeR-MAN: BAttLe fOr nEw yOrK,DS,2006,pLATFOrm,activision,0.12,0.0,0.0,0.01,0.13,68.0,13.0,6.9,8.0,Torus Games,E10+
9516,PoP'n MuSiC PORtABLe,PSP,2010,miSC,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,
9517,NIntENDo PuZZlE ColleCTION,GC,,pUZZLe,unknown,0.0,0.0,0.13,0.0,0.13,,,,,,
9518,dESTroY alL HumANS! PatH Of tHe FUROn,X360,2008,aCtIOn,thq,0.08,0.04,0.0,0.01,0.13,,,,,,
9519,armY men: sOlDiers of misfORtUne,Wii,2008,shoOTeR,zoo games,0.12,0.0,0.0,0.01,0.13,,,2.5,6.0,Big Blue Bubble Inc.,E
9520,gAMe pARTY: CHaMpIons,WiiU,2012,actIoN,warner bros. interactive entertainment,0.09,0.03,0.0,0.01,0.13,24.0,8.0,3.5,21.0,"Phosphor Games Studio, LLC",E
9521,OTOGi: MYtH Of deMons,XB,2002,acTion,sega,0.08,0.02,0.03,0.0,0.13,80.0,40.0,8.5,28.0,From Software,T
9522,maRgot'S WOrD brAiN,Wii,2008,PUZzLE,zoo digital publishing,0.12,0.0,0.0,0.01,0.13,,,tbd,,Slam Games,E10+
9523,pepPA piG: FUN AnD GaMeS,Wii,2010,mISC,ubisoft,0.0,0.11,0.0,0.02,0.13,,,,,,
9524,dReamwoRKS 2-iN-1 PaRtY PACk,DS,2010,MisC,activision,0.12,0.0,0.0,0.01,0.13,,,tbd,,Activision,E
9525,AltEr eCHo,PS2,2003,SHoOteR,thq,0.06,0.05,0.0,0.02,0.13,62.0,26.0,7,9.0,Outrage Games,T
9526,wAlT DISnEY PIcTUREs PRESenTs: THe WiLd,GBA,2006,PLATForM,disney interactive studios,0.09,0.03,0.0,0.0,0.13,,,,,,
9527,GreEN lAntERn: RIse oF tHE ManHUNTerS,3DS,2011,AcTioN,warner bros. interactive entertainment,0.09,0.03,0.0,0.01,0.13,42.0,6.0,3.9,7.0,Griptonite Games,E10+
9528,PuZZlE DE haRvest Moon,DS,2007,PuZzlE,natsume,0.12,0.0,0.0,0.01,0.13,41.0,5.0,6.3,4.0,Platinum Egg,E
9529,MetaL MAX 3,DS,2010,Role-PlAyiNG,enterbrain,0.0,0.0,0.13,0.0,0.13,,,,,,
9530,ROCk Band track PaCk voLUMe 1,PS2,2008,miSc,mtv games,0.06,0.05,0.0,0.02,0.13,,,tbd,,Harmonix Music Systems,T
9531,PUyO puyo!! 20Th ANnIveRsaRy,3DS,2011,pUZZLe,sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9532,mY Baby: FiRsT STeps,Wii,2009,SiMulATion,southpeak games,0.12,0.0,0.0,0.01,0.13,,,tbd,,Dancing Dots,E
9533,NamCO SoCCeR prImE goal,PS,1995,spoRts,sony computer entertainment,0.0,0.0,0.12,0.01,0.13,,,,,,
9534,Nba 08,PS2,2007,sPOrTs,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,59.0,16.0,tbd,,SCEA San Diego Studios,E
9535,MoNsTEr HuNteR froNTieR ONLINe,X360,2010,RoLE-PlaYinG,capcom,0.0,0.0,0.13,0.0,0.13,,,,,,
9536,shiN MEGAmi TENseI: dIgitAL DEviL saga,PS2,2004,RolE-plaYING,ghostlight,0.06,0.05,0.0,0.02,0.13,78.0,42.0,8.2,48.0,Atlus Co.,M
9537,DEcepTion IV: blOod tiES,PSV,2014,action,tecmo koei,0.02,0.02,0.07,0.01,0.13,67.0,19.0,7.5,61.0,Koei Tecmo Games,M
9538,RAnGo: The Video GAmE,X360,2011,acTioN,electronic arts,0.06,0.06,0.0,0.01,0.13,68.0,25.0,8,9.0,Behaviour Interactive,E10+
9539,ASSaSSiNAtIoN classroOM: gRAND SIEgE oN KURO-SenseI,3DS,2015,aCTION,namco bandai games,0.0,0.0,0.13,0.0,0.13,,,,,,
9540,MEgAMind: THe BluE deFEnDeR,PSP,2010,ADventUre,thq,0.08,0.03,0.0,0.02,0.13,,,tbd,,THQ,E10+
9541,PUPpieS 3d,3DS,2011,miSC,ubisoft,0.08,0.04,0.0,0.01,0.13,,,tbd,,MTO,E
9542,cArS 2,PSP,2011,rAcInG,disney interactive studios,0.1,0.01,0.0,0.02,0.13,,,,,,
9543,tHe STROngHOLD cOlLECTIOn,PC,2009,STRaTEGY,take-two interactive,0.03,0.08,0.0,0.02,0.13,,,tbd,,Take-Two Interactive,T
9544,jIsSen PAchI-SLOt HIsSHoUHOu! ALaddIn iI evoLuTION,PS2,2005,MiSC,sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9545,mystic aRK,SNES,1995,ROLE-PLAyiNG,enix corporation,0.0,0.0,0.13,0.0,0.13,,,,,,
9546,oNe pIeCe: unliMited WOrLd red,PSV,2014,aCTIon,namco bandai games,0.03,0.04,0.04,0.02,0.13,67.0,4.0,7.8,25.0,Ganbarion,T
9547,the PRIcE IS rIght 2010 EditION,DS,2009,miSc,ubisoft,0.12,0.0,0.0,0.01,0.13,,,tbd,,Ludia Inc.,E
9548,cABELa'S DaNgeROuS huNTs 2009,PS3,2008,sPortS,activision value,0.12,0.0,0.0,0.01,0.13,39.0,6.0,1.8,10.0,FUN Labs,T
9549,TY The tasmAniAn tigER 2: bUSH reScUE,GBA,2004,pLAtFOrM,electronic arts,0.09,0.03,0.0,0.0,0.13,63.0,7.0,tbd,,Krome Studios,E
9550,tEenage mUtanT Ninja TURTLes 2: BaTTle NEXUS,XB,2004,ACtION,konami digital entertainment,0.1,0.03,0.0,0.0,0.13,48.0,20.0,5.6,8.0,Konami,T
9551,tom cLanCy'S SplInTER CeLL: DOUBlE aGEnT,Wii,2006,aCTioN,ubisoft,0.1,0.01,0.0,0.01,0.13,61.0,12.0,7.4,16.0,Ubisoft Shanghai,M
9552,leGO RacERs 2,PS2,2001,raCinG,electronic arts,0.06,0.05,0.0,0.02,0.13,58.0,4.0,tbd,,Attention Software,E
9553,EaT LEaD: the ReTurn oF mATt haZArd,PS3,2009,sHoOTeR,d3publisher,0.09,0.02,0.0,0.01,0.13,51.0,38.0,6.5,21.0,Vicious Cycle,T
9554,yU-Gi-oh! nighTMare trOuBaDOur (jP salEs),DS,2005,aCTioN,konami digital entertainment,0.0,0.03,0.1,0.0,0.13,,,,,,
9555,baCkYArd bAsEbALL,GC,2003,spORts,infogrames,0.1,0.03,0.0,0.0,0.13,70.0,4.0,9.4,5.0,Humongous Entertainment,E
9556,STAR warS: LETHAl alliance,PSP,2006,ACTIOn,ubisoft,0.11,0.01,0.0,0.01,0.13,61.0,31.0,7,7.0,Ubisoft Montreal,T
9557,nARUTO shIPPUdeN: KIZUnA dRive,PSP,2010,ACTIoN,namco bandai games,0.04,0.02,0.05,0.01,0.13,57.0,22.0,5,6.0,Premium Agency,T
9558,UndeR NIghT iN-birTh,PS3,2014,FiGhtiNG,nippon ichi software,0.06,0.01,0.04,0.02,0.13,,,,,,
9559,SeGA gT,DC,2000,RacinG,sega,0.0,0.0,0.13,0.0,0.13,84.0,25.0,7.7,11.0,TOSE,E
9560,SteEL BatTaliOn: HEavY aRMOR,X360,2012,Misc,capcom,0.08,0.02,0.02,0.01,0.13,38.0,58.0,2.4,92.0,From Software,M
9561,grEEn LantERN: riSe oF ThE ManhUNtERs,X360,2011,aCTIOn,warner bros. interactive entertainment,0.07,0.04,0.0,0.01,0.13,59.0,17.0,7.2,23.0,Double Helix Games,T
9562,LEgenDs Of wReStLiNG,GC,2002,FIgHTing,acclaim entertainment,0.1,0.03,0.0,0.0,0.13,50.0,18.0,6.8,4.0,Acclaim,T
9563,Fit iN sIX,PS3,2011,SpORTS,ubisoft,0.12,0.0,0.0,0.01,0.13,,,7,10.0,Blue Byte,E
9564,GUnStAR HEroEs,GEN,1992,SHoOTER,sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9565,aLl-STar BASeBALl 2004,XB,2003,spOrts,acclaim entertainment,0.1,0.03,0.0,0.0,0.13,74.0,20.0,8.4,7.0,Acclaim,E
9566,TAMAGOtCHi NO Pichi pIChI OMiSeCchI,DS,2010,aCtiOn,namco bandai games,0.0,0.0,0.13,0.0,0.13,,,,,,
9567,SHining WINd,PS2,2007,RoLE-PlaYiNG,sega,0.0,0.0,0.13,0.0,0.13,,,,,,
9568,rock BANd track paCk vOlUME 2,PS3,2008,Misc,mtv games,0.11,0.0,0.0,0.01,0.13,,,tbd,,Harmonix Music Systems,T
9569,dOKaPon kinGdOM,Wii,2008,RolE-pLAying,sting,0.12,0.0,0.0,0.01,0.13,73.0,11.0,8.3,17.0,Sting,E10+
9570,oNeChAnBaRA: BIKInI saMurAI squad,X360,2006,actION,d3publisher,0.11,0.01,0.0,0.01,0.13,39.0,39.0,6.4,55.0,Tamsoft,M
9571,PORtAl RuNNer,PS2,2001,PLatFoRm,3do,0.06,0.05,0.0,0.02,0.13,53.0,18.0,6.7,6.0,3DO,E
9572,pOkéMoN: fOr HO-oh THe BeLLS TOLl!: GAMe bOY ADvaNcE vIdEO,GBA,2004,mISc,nintendo,0.09,0.03,0.0,0.0,0.13,,,,,,
9573,WArRiors OrOchI 2,PS2,2008,actIon,tecmo koei,0.06,0.05,0.0,0.02,0.13,52.0,9.0,8.5,13.0,Omega Force,T
9574,HYPErDEvotIon nOIre: gOdDeSs BLacK HeaRT,PSV,2014,roLE-PlAyINg,idea factory,0.04,0.01,0.06,0.02,0.13,68.0,24.0,7.1,36.0,Sting,T
9575,diSNEy's wInNie tHE pOoh'S RUMbLY TUMBlY aDVEnTURe,PS2,2005,PlATFoRm,ubisoft,0.06,0.05,0.0,0.02,0.13,,,tbd,,Phoenix Games Studio,E
